Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	PRSPheno	SampleSize	prs.test	MDD.R2	ratio
3074	-	Base	1	0.000471429	0.0162926	0.0158212	-	1303.38	326.792	6.66639e-05	138638	sibling.nbrothers	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.0343980707911653
3075	-	Base	0.2	0.000892842	0.0169146	0.0160218	-	888.276	161.715	3.98382e-08	61789	sibling.nbrothers	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.218071641761881
3076	-	Base	0.5	0.000181241	0.0150375	0.0148563	-	612.522	247.86	0.0134695	105753	sibling.nbrothers	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.033938863941935
3077	-	Base	0.001	0.000155365	0.0133828	0.0132274	-	35.0446	15.3235	0.0222033	1162	sibling.nbrothers	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.0233446927693283
3078	-	Base	0.05	0.000319615	0.0149734	0.0146538	-	286.407	87.3264	0.00104013	23623	sibling.nbrothers	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.0356648686286631
3079	-	Base	0.05	0.000133148	0.0129363	0.0128032	-	185.125	87.4891	0.034354	23644	sibling.nbrothers	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.0124892599193321
3080	-	Base	0.05	0.00013138	0.0117178	0.0115864	-	182.087	86.7044	0.035729	23587	sibling.nbrothers	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.0267401556212741
3081	-	Base	0.2	0.000310784	0.0163605	0.0160497	-	821.057	253.543	0.00120349	60526	sibling.nbrothers	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.0788743832862973
3082	-	Base	0.1	0.000276392	0.0148599	0.0145835	-	554.61	181.767	0.00228106	37378	sibling.nbrothers	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.0375705657904932
3083	-	Base	0.1	0.000458399	0.0153646	0.0149062	-	699.28	177.836	8.43545e-05	37374	sibling.nbrothers	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.128453095182718
3084	-	Base	0.05	0.000529626	0.0163508	0.0158212	-	556.598	131.66	2.36892e-05	22501	sibling.nbrothers	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.0991606582177046
3085	-	Base	1	0.000270582	0.0162923	0.0160218	-	1499.68	496.107	0.00250562	138843	sibling.nbrothers	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.0435710685605615
3086	-	Base	0.001	0.000188668	0.0150449	0.0148563	-	53.6466	21.2767	0.0116942	966	sibling.nbrothers	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.0322567298403987
3087	-	Base	0.2	7.69789e-05	0.0133044	0.0132274	-	396.258	246.163	0.107465	60753	sibling.nbrothers	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.0147644520311481
3088	-	Base	1	0.00038455	0.0150383	0.0146538	-	1793.35	498.484	0.000321612	138574	sibling.nbrothers	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.206243899299559
3089	-	Base	0.05	0.000122778	0.012926	0.0128032	-	263.497	129.68	0.0421718	22395	sibling.nbrothers	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.0151526333652155
3090	-	Base	0.2	0.000251425	0.0118378	0.0115864	-	715.349	246.216	0.00367055	60546	sibling.nbrothers	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.0595283193090288
3091	-	Base	1	0.000245638	0.0162953	0.0160497	-	1977.07	686.746	0.00399325	138547	sibling.nbrothers	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.027252262996908
3092	-	Base	0.3	0.000596248	0.0151798	0.0145835	-	1888.92	421.426	7.41184e-06	79252	sibling.nbrothers	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.0748691276979659
3093	-	Base	0.05	0.000212644	0.0151188	0.0149062	-	484.985	181.112	0.0074139	23645	sibling.nbrothers	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.0373563632339068
3094	-	Base	0.05	0.000711035	0.0165322	0.0158212	-	891.123	181.907	9.68827e-07	23289	sibling.nbrothers	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.0874751796782154
3095	-	Base	0.05	0.000324585	0.0163463	0.0160218	-	601.59	181.698	0.000930867	23535	sibling.nbrothers	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.042684233850977
3096	-	Base	0.4	0.000377629	0.0152339	0.0148563	-	1674.62	469.411	0.000360922	93671	sibling.nbrothers	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.0274118945129609
3097	-	Base	0.4	0.000496718	0.0137241	0.0132274	-	1936.69	473.527	4.32509e-05	93766	sibling.nbrothers	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.0427810554057895
3098	-	Base	0.001	0.000239711	0.0148935	0.0146538	-	86.0578	30.2998	0.00451114	1160	sibling.nbrothers	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.0249138138003931
3099	-	Base	0.001	0.00015015	0.0129533	0.0128032	-	67.1654	29.8906	0.024644	1146	sibling.nbrothers	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.0136270817261878
3100	-	Base	1	0.000333498	0.0119199	0.0115864	-	2249.99	672.384	0.000819945	138548	sibling.nbrothers	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.0518628759109104
3101	-	Base	0.2503	0.000654938	0.0167046	0.0160497	-	-1481.17	315.018	2.58855e-06	73604	sibling.nbrothers	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.0544977824375713
3102	-	Base	0.27115	0.000499468	0.015083	0.0145835	-	-1346.33	328.201	4.10302e-05	76984	sibling.nbrothers	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.0413658649705161
3103	-	Base	0.0592001	0.000697377	0.0156036	0.0149062	-	-791.03	163.079	1.2364e-06	29737	sibling.nbrothers	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.0555572639495236
3104	-	Base	0.28095	0.00110486	0.016926	0.0158212	-	-2018.51	330.48	1.02134e-09	78408	sibling.nbrothers	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.0415998975872767
3105	-	Base	0.0256501	0.000635622	0.0166574	0.0160218	-	-535.541	115.568	3.60078e-06	17312	sibling.nbrothers	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.0467413796907057
3106	-	Base	0.11735	0.000408793	0.0152651	0.0148563	-	-808.783	217.893	0.000206096	45998	sibling.nbrothers	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.0234301582479811
3107	-	Base	0.00655005	0.00057802	0.0138054	0.0132274	-	-284.781	64.5447	1.02668e-05	6963	sibling.nbrothers	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.038850129719993
3108	-	Base	0.00335005	0.000580215	0.015234	0.0146538	-	-220.802	49.9604	9.92283e-06	4528	sibling.nbrothers	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.0318079402670877
3109	-	Base	0.0282501	0.000367409	0.0131706	0.0128032	-	-415.968	118.328	0.000439734	18238	sibling.nbrothers	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.0168503001701499
3110	-	Base	0.4357	0.000365928	0.0119523	0.0115864	-	-1395.06	397.989	0.000456757	99994	sibling.nbrothers	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.0357868794742401
3111	-	Base	0.0199001	0.00105321	0.0171029	0.0160497	-	1312.96	220.16	2.49137e-09	14831	sibling.nbrothers	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.0547813603665926
3112	-	Base	0.23965	0.00112616	0.0157097	0.0145835	-	3967.95	643.975	7.28162e-10	71663	sibling.nbrothers	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.0854044379730324
3113	-	Base	0.20415	0.000766862	0.0156731	0.0149062	-	2991.47	588.097	3.66321e-07	65522	sibling.nbrothers	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.0385584489373149
3114	-	Base	1	0.00158893	0.0174101	0.0158212	-	8299.14	1132.78	2.41828e-13	138490	sibling.nbrothers	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.0604703115366758
3115	-	Base	0.15225	0.00120721	0.017229	0.0160218	-	3265.53	511.188	1.70168e-10	54870	sibling.nbrothers	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.0637514390426802
3116	-	Base	0.1033	0.000971328	0.0158276	0.0148563	-	2454.87	428.928	1.05389e-08	42751	sibling.nbrothers	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.037058736002747
3117	-	Base	0.11855	0.00100512	0.0142325	0.0132274	-	2674.56	459.59	5.95831e-09	46914	sibling.nbrothers	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.0485466716898021
3118	-	Base	0.0255001	0.000572053	0.0152258	0.0146538	-	1046.81	238.544	1.14582e-05	17394	sibling.nbrothers	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.0273169765009813
3119	-	Base	0.241	0.00065427	0.0134574	0.0128032	-	2941	626.841	2.71919e-06	72206	sibling.nbrothers	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.0255191431602596
3120	-	Base	0.13305	0.000748333	0.0123347	0.0115864	-	2397.09	478.112	5.368e-07	50301	sibling.nbrothers	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.0330213440060718
3121	-	Base	0.3	0.000894248	0.00398162	0.00308737	-	1774.71	547.571	0.00119083	79160	sibling.severedepression	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	1.18917222523644
3122	-	Base	0.5	0.00121571	0.00405767	0.00284196	-	2601.72	674.596	0.000114926	105598	sibling.severedepression	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.226271217986897
3123	-	Base	0.05	0.00137334	0.00427053	0.00289719	-	944.614	228.472	3.55742e-05	22772	sibling.severedepression	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.394370484384153
3124	-	Base	0.2	0.00191603	0.00602105	0.00410502	-	2134.3	444.886	1.60734e-06	60959	sibling.severedepression	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.271313570422186
3125	-	Base	1	0.000875035	0.00332182	0.00244678	-	2901.91	910.479	0.00143638	138656	sibling.severedepression	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.20276890136093
3126	-	Base	0.1	0.000160622	0.00286182	0.0027012	-	442.146	316.052	0.161823	37829	sibling.severedepression	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.0978936847109302
3127	-	Base	0.1	0.00063032	0.00375497	0.00312465	-	884.364	325.121	0.00652606	37620	sibling.severedepression	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.209644052124978
3128	-	Base	0.05	0.000788768	0.00272885	0.00194008	-	732.189	238.688	0.00215819	22906	sibling.severedepression	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.254338734381298
3129	-	Base	0.1	0.000560536	0.00330162	0.00274108	-	830.239	320.747	0.00964078	37738	sibling.severedepression	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0724228239340446
3130	-	Base	0.001	0.000439483	0.0016361	0.00119661	-	87.282	38.0049	0.0216415	919	sibling.severedepression	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	0.345633213530157
3131	-	Base	0.5	0.00116935	0.00425672	0.00308737	-	3598.07	970.739	0.00021012	105837	sibling.severedepression	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.275403619920159
3132	-	Base	1	0.00152666	0.00436863	0.00284196	-	5195.4	1201.9	1.54159e-05	138489	sibling.severedepression	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.37685166214525
3133	-	Base	0.05	0.00216241	0.00505961	0.00289719	-	1671.72	322.179	2.11676e-07	23543	sibling.severedepression	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.295056892065402
3134	-	Base	0.3	0.001475	0.00558002	0.00410502	-	3174.89	754.307	2.56485e-05	79478	sibling.severedepression	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.107624169104932
3135	-	Base	0.3	0.000872749	0.00331953	0.00244678	-	2423.84	761.545	0.00145865	79504	sibling.severedepression	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.213164039411273
3136	-	Base	0.3	0.000733717	0.00343492	0.0027012	-	2217.14	741.733	0.00279766	79555	sibling.severedepression	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.137394526817247
3137	-	Base	0.1	0.00147843	0.00460308	0.00312465	-	1905.92	457.709	3.12669e-05	38675	sibling.severedepression	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.22214458939245
3138	-	Base	0.05	0.00190146	0.00384154	0.00194008	-	1584.57	332.774	1.91978e-06	23623	sibling.severedepression	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.212178155288888
3139	-	Base	0.1	0.00176006	0.00450114	0.00274108	-	2084.57	454.697	4.55026e-06	38759	sibling.severedepression	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.165093330832005
3140	-	Base	0.3	0.00124713	0.00244374	0.00119661	-	2883.75	745.631	0.000109942	79430	sibling.severedepression	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.25383201613609
3141	-	Base	0.1	0.00150324	0.00459061	0.00308737	-	2923.69	695.555	2.62948e-05	37450	sibling.severedepression	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.381509755750919
3142	-	Base	0.4	0.00167219	0.00451415	0.00284196	-	5841.55	1291.89	6.1345e-06	93453	sibling.severedepression	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.227304424184509
3143	-	Base	0.05	0.00157707	0.00447426	0.00289719	-	2127.84	480.232	9.38577e-06	22443	sibling.severedepression	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.441928369869501
3144	-	Base	0.05	0.00170019	0.00580521	0.00410502	-	2251.95	498.339	6.21591e-06	22501	sibling.severedepression	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.318322664474854
3145	-	Base	0.1	0.000886602	0.00333338	0.00244678	-	2242.72	699.237	0.00133951	37544	sibling.severedepression	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.142767059626771
3146	-	Base	0.1	0.000722519	0.00342372	0.0027012	-	1975.25	665.788	0.00300931	37385	sibling.severedepression	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.123529693363766
3147	-	Base	1	0.00155532	0.00467997	0.00312465	-	8171.1	1912.94	1.94176e-05	138563	sibling.severedepression	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.298308335570985
3148	-	Base	0.3	0.00033882	0.0022789	0.00194008	-	2315.65	1151.73	0.0443687	78943	sibling.severedepression	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.181717742714021
3149	-	Base	1	0.000469645	0.00321072	0.00274108	-	4484.13	1892.59	0.0178215	138608	sibling.severedepression	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.057961186017093
3150	-	Base	0.1	0.000757436	0.00195405	0.00119661	-	2050.11	679.856	0.00256551	37599	sibling.severedepression	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.17933336805868
3151	-	Base	0.1	0.00243708	0.00552445	0.00308737	-	5083.35	950.337	8.84408e-08	38284	sibling.severedepression	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.270381394997942
3152	-	Base	0.05	0.00241632	0.00525828	0.00284196	-	3705.06	681.617	5.45836e-08	23422	sibling.severedepression	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.303410276661975
3153	-	Base	0.1	0.00219342	0.00509061	0.00289719	-	4754.39	910.267	1.75979e-07	38403	sibling.severedepression	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.38533038432552
3154	-	Base	0.5	0.00128655	0.00539157	0.00410502	-	7869.73	2001.45	8.42411e-05	105608	sibling.severedepression	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.158277992524993
3155	-	Base	0.2	0.00182747	0.00427425	0.00244678	-	6115.23	1328.1	4.13476e-06	61379	sibling.severedepression	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.240319659983194
3156	-	Base	1	0.000493903	0.0031951	0.0027012	-	6272.74	2557.39	0.0141753	138720	sibling.severedepression	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.035852164255486
3157	-	Base	0.001	0.000371974	0.00349663	0.00312465	-	246.046	117.788	0.0367174	1148	sibling.severedepression	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.0320371726080254
3158	-	Base	0.4	0.0010803	0.00302038	0.00194008	-	6480.53	1806.17	0.000333228	93710	sibling.severedepression	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.112278506403814
3159	-	Base	0.5	0.00214194	0.00488302	0.00274108	-	10127.1	2002	4.22661e-07	105563	sibling.severedepression	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.194394881335935
3160	-	Base	1	0.00125906	0.00245567	0.00119661	-	9964.89	2563.63	0.00010148	138548	sibling.severedepression	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.195798693078792
3161	-	Base	0.3871	0.00366003	0.0067474	0.00308737	-	-9609.07	1466.4	5.64477e-11	94143	sibling.severedepression	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.304553283906238
3162	-	Base	0.0598501	0.00503909	0.00788105	0.00284196	-	-4873.79	621.17	4.29025e-15	30052	sibling.severedepression	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.417336679255284
3163	-	Base	1	0.00349295	0.00639014	0.00289719	-	-13180.6	2000.82	4.47008e-11	138719	sibling.severedepression	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.278269494279978
3164	-	Base	0.3352	0.00353924	0.00764426	0.00410502	-	-8843.43	1357.2	7.22267e-11	86737	sibling.severedepression	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.13325853188349
3165	-	Base	0.0730001	0.00332086	0.00576764	0.00244678	-	-4333.28	698.23	5.43182e-10	34298	sibling.severedepression	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.244204225403899
3166	-	Base	0.45145	0.00188128	0.00458248	0.0027012	-	-7272.08	1519.97	1.71531e-06	101580	sibling.severedepression	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.10782642586532
3167	-	Base	0.1005	0.00366341	0.00678806	0.00312465	-	-5245.89	800.827	5.73105e-11	41899	sibling.severedepression	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.246226694089339
3168	-	Base	0.00620005	0.00502712	0.00696721	0.00194008	-	-1912.46	247.546	1.11247e-14	6775	sibling.severedepression	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.275591518101879
3169	-	Base	0.0128501	0.00336347	0.00610455	0.00274108	-	-2057.33	325.168	2.5004e-10	10834	sibling.severedepression	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.154257187802406
3170	-	Base	0.0206501	0.00256973	0.00376634	0.00119661	-	-2224.65	401.111	2.91913e-08	14932	sibling.severedepression	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.251313421742362
3171	-	Base	0.128	0.00452913	0.0076165	0.00308737	-	13437.5	1843.52	3.12192e-13	49116	sibling.severedepression	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.235576858059785
3172	-	Base	1	0.0060342	0.00887617	0.00284196	-	36299.1	4227.77	9.01555e-18	138389	sibling.severedepression	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.457614779087228
3173	-	Base	0.12465	0.00417158	0.00706877	0.00289719	-	12580.9	1747.96	6.13371e-13	48247	sibling.severedepression	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.209750456298427
3174	-	Base	0.0699001	0.00361483	0.00771985	0.00410502	-	9110.28	1383.5	4.55018e-11	33274	sibling.severedepression	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.137570501061797
3175	-	Base	0.107	0.00507703	0.00752381	0.00244678	-	13109.9	1709.84	1.75631e-14	43914	sibling.severedepression	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.268112398474879
3176	-	Base	0.16715	0.00287057	0.00557177	0.0027012	-	11899.5	2013.55	3.42694e-09	57766	sibling.severedepression	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.109519848915511
3177	-	Base	0.0435501	0.0036328	0.00675746	0.00312465	-	7566.05	1160.6	7.07357e-11	24653	sibling.severedepression	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.175461983558891
3178	-	Base	0.0247501	0.00323506	0.00517514	0.00194008	-	5592.02	901.097	5.44209e-10	17070	sibling.severedepression	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.15448229097525
3179	-	Base	1	0.00287907	0.00562015	0.00274108	-	24945.4	4255.88	4.58977e-09	138357	sibling.severedepression	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.112295229031453
3180	-	Base	0.1212	0.00407079	0.0052674	0.00119661	-	12252.4	1754.41	2.87374e-12	47498	sibling.severedepression	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.179629866605478
3181	-	Base	0.001	3.42585e-05	0.00239065	0.0023564	-	-22.8207	23.0216	0.321561	935	smokingexpoutside.baseline	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	0.0455570006063894
3182	-	Base	0.4	0.000339555	0.00180149	0.00146193	-	1196.77	383.483	0.00180544	93716	smokingexpoutside.baseline	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.0631988907087552
3183	-	Base	0.2	8.83944e-05	0.00235764	0.00226924	-	406.527	255.306	0.111325	60994	smokingexpoutside.baseline	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.025383475574036
3184	-	Base	0.3	9.69361e-05	0.00223634	0.0021394	-	476.805	285.781	0.0952425	79000	smokingexpoutside.baseline	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.013726340085386
3185	-	Base	0.2	9.69866e-05	0.00263291	0.00253592	-	428.866	257.461	0.0957742	61313	smokingexpoutside.baseline	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.022474376829192
3186	-	Base	0.05	9.15298e-06	0.00131922	0.00131007	-	-72.7308	141.717	0.607807	22726	smokingexpoutside.baseline	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.0055784322090713
3187	-	Base	0.4	0.000101767	0.00199275	0.00189098	-	577.493	337.739	0.0872991	93908	smokingexpoutside.baseline	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.0338476428680711
3188	-	Base	0.2	0.000100328	0.00162694	0.00152661	-	398.846	235.023	0.0896973	61105	smokingexpoutside.baseline	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.0323508262797259
3189	-	Base	0.001	0.000254301	0.00147776	0.00122345	-	62.7251	23.2439	0.00696805	901	smokingexpoutside.baseline	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0328564027096412
3190	-	Base	0.05	0.000140521	0.00259254	0.00245202	-	290.242	144.721	0.0449154	22679	smokingexpoutside.baseline	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	0.110513318600426
3191	-	Base	0.05	9.48994e-06	0.00236589	0.0023564	-	-104.705	200.693	0.601871	23716	smokingexpoutside.baseline	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.00223505693661018
3192	-	Base	0.2	0.000206105	0.00166804	0.00146193	-	930.039	382.54	0.0150541	61837	smokingexpoutside.baseline	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.0508764307877633
3193	-	Base	0.1	3.00425e-05	0.00229928	0.00226924	-	240.518	259.104	0.353277	38514	smokingexpoutside.baseline	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.00409924421357414
